Wavenumber,10,12,17,21,27,28,29,39,45,52,59,69,80,82,84,103,104,112,114,119,121,122,123,126,129,130,132,Average
1251.596,1.117411333,2.47863325,0.610703367,0.906296933,0.977950633,1.037682667,1.016606333,1.835439,0.62385335,0.8189981,0.9503538,1.408740333,1.327001,0.955305,1.320957333,0.996019433,0.599405367,0.970725033,1.659373111,0.9877629,1.081073,0.844923033,0.749237133,1.323237,1.464962333,1.578532333,0.788437033,1.127022968
1253.524,1.060605667,2.38973025,0.5855153,0.861782033,0.931892067,1.009188833,0.973170733,1.712297667,0.60449795,0.8052925,0.922751,1.325247667,1.272505333,0.919616367,1.274030333,0.9486901,0.581426333,0.941711267,1.582354444,0.9399704,1.0389097,0.810552833,0.717139267,1.247560333,1.393052667,1.522231667,0.7548753,1.078762889
1255.453,1.011187667,2.3073935,0.562867367,0.822488367,0.8908208,0.9827432,0.933966733,1.612738,0.586605,0.793899667,0.897298533,1.257088333,1.223115333,0.887086167,1.231612,0.906304133,0.565057567,0.915969467,1.507418444,0.896637267,1.0019653,0.780232133,0.688248367,1.182645333,1.328579667,1.469387,0.724708433,1.035854214
1257.381,0.9669204,2.2409385,0.542169267,0.787453367,0.8536095,0.957958433,0.8977061,1.523224333,0.5698473,0.783148667,0.873235133,1.197286,1.177933333,0.8569967,1.190735667,0.8677185,0.550329067,0.891614033,1.443010222,0.856787467,0.968374233,0.7521053,0.661648433,1.124661,1.269375667,1.417446333,0.697059667,0.997010838
1259.31,0.927610633,2.17877875,0.5233998,0.7564775,0.820136167,0.934953167,0.8648858,1.451238667,0.5544725,0.773623533,0.850923333,1.142916,1.137551,0.8295285,1.153246333,0.8334732,0.5373431,0.868361933,1.388508778,0.820720667,0.938025267,0.72656,0.6373441,1.073727,1.216724333,1.369267,0.6716896,0.962277284
1261.238,0.891370533,2.10976125,0.506132433,0.728002333,0.7893705,0.9126901,0.834356833,1.384626,0.5402608,0.764970367,0.8302204,1.091079333,1.099123,0.8040767,1.118743333,0.8021831,0.525447833,0.846719133,1.331813778,0.787424833,0.9099405,0.702741633,0.614903867,1.026919667,1.166219333,1.322633333,0.6477375,0.929239571
1263.167,0.8584115,2.0416875,0.4903683,0.702347833,0.761686033,0.8917306,0.806541,1.327015333,0.52702725,0.7565256,0.8112392,1.046593333,1.063989667,0.7806478,1.088664,0.773535533,0.514085967,0.827024267,1.280867,0.757084233,0.8843475,0.680909367,0.5944416,0.984980033,1.120411667,1.280272333,0.625514933,0.89918331
1265.095,0.8274662,1.96975925,0.475744,0.678772167,0.7361753,0.871391233,0.780408533,1.274129,0.5145745,0.7481605,0.793469067,1.0061662,1.030737667,0.758521067,1.060515667,0.748199367,0.503049467,0.8085376,1.236078667,0.728542267,0.859991267,0.6604182,0.575368033,0.9466799,1.077928,1.241303333,0.604953233,0.87100147
1267.024,0.798918433,1.90250175,0.462278933,0.6573099,0.7127526,0.8518701,0.7561352,1.226189,0.502943,0.7401112,0.777316933,0.970400433,1.000721333,0.737969167,1.034143,0.7262016,0.493076667,0.790708867,1.193987111,0.702170333,0.837277767,0.641177633,0.557626567,0.912663367,1.039041333,1.205924333,0.586235133,0.845098211
1268.952,0.7721592,1.8337675,0.449645567,0.6373029,0.690892233,0.8329753,0.7332276,1.181214333,0.49189825,0.7318681,0.7626194,0.9389782,0.9735847,0.718594867,1.0092057,0.706279067,0.4837546,0.773385033,1.153797333,0.677466667,0.815854167,0.622484167,0.540963133,0.8813205,1.002354967,1.172492,0.568807633,0.820625671
1270.88,0.7472389,1.779254,0.4379085,0.618848,0.670804267,0.814959733,0.7118459,1.140419,0.4816338,0.724168667,0.749544567,0.910270733,0.948784167,0.700624233,0.986374833,0.688627,0.4748188,0.757281267,1.115202222,0.654642933,0.795747367,0.604831133,0.525589,0.852992733,0.9687156,1.141225333,0.5526685,0.798334118
1272.809,0.723660067,1.72528675,0.426916667,0.601535133,0.652104033,0.7973338,0.691695967,1.101577,0.4719794,0.7166893,0.737320467,0.8832058,0.925007267,0.683783033,0.964801267,0.672348167,0.466204433,0.742241133,1.080399333,0.633231433,0.776373167,0.587834667,0.511107533,0.826733767,0.937238133,1.110701333,0.5377901,0.777225894
1274.738,0.701605667,1.6810675,0.4166721,0.585608433,0.634894567,0.780338933,0.672932367,1.066505,0.46297205,0.7084209,0.7253238,0.860044533,0.9019304,0.667936,0.9448054,0.6567423,0.458313767,0.727753367,1.048236667,0.613337367,0.758168933,0.571656067,0.497738767,0.802551867,0.908370633,1.082013333,0.524128833,0.757780354
